provider_id,holding_company,technology_code,technology_code_desc,location_count_res,unit_count_res,location_count_bus,unit_count_bus
150317,Wood County Telephone Company,10,Copper,2863,4336,2863,4336
150317,Wood County Telephone Company,50,Fiber to the Premises,25200,30015,25200,30015
150323,"TecInfo Communications, LLC",50,Fiber to the Premises,1685,1870,1685,1870
150323,"TecInfo Communications, LLC",70,Unlicensed Fixed Wireless,9319,10764,9319,10764
150327,"United Electric Cooperative, Inc.",50,Fiber to the Premises,51816,62992,52145,63712
150327,"United Electric Cooperative, Inc.",70,Unlicensed Fixed Wireless,14184,17773,14184,17773
150330,"Upward Access, LLC",70,Unlicensed Fixed Wireless,4611,5259,0,0
150334,"WEHCO Video, Inc.",40,Cable,163471,213780,163471,213780
150334,"WEHCO Video, Inc.",50,Fiber to the Premises,1835,1942,1835,1942
150335,"Wharton County Electric Cooperative, Inc.",70,Unlicensed Fixed Wireless,120,136,120,136
150335,"Wharton County Electric Cooperative, Inc.",71,Licensed Fixed Wireless,382,447,382,447
150336,"Whiz to Coho, Inc.",50,Fiber to the Premises,46,61,46,61
150336,"Whiz to Coho, Inc.",70,Unlicensed Fixed Wireless,900,1126,900,1126
150339,"Worldnet Telecommunications, Inc.",10,Copper,19,41,19,41
150339,"Worldnet Telecommunications, Inc.",50,Fiber to the Premises,47,352,280,1747
150339,"Worldnet Telecommunications, Inc.",70,Unlicensed Fixed Wireless,4,257,4,257
150340,"NTS, Inc.",10,Copper,9,18,9,18
150340,"NTS, Inc.",40,Cable,2635,3283,2635,3283
150340,"NTS, Inc.",50,Fiber to the Premises,220707,275873,220707,275873
150341,Yellowstone Media Design,70,Unlicensed Fixed Wireless,566,900,566,900
160103,Allband Communications Cooperative,50,Fiber to the Premises,2188,2310,2188,2310
160103,Allband Communications Cooperative,70,Unlicensed Fixed Wireless,287,315,287,315
160108,Bristol Tennessee Essential Services,50,Fiber to the Premises,27356,34231,27356,34231
160115,"E-Vergent.com, LLC",50,Fiber to the Premises,730,836,730,836
160115,"E-Vergent.com, LLC",70,Unlicensed Fixed Wireless,50328,91013,49195,89758
160115,"E-Vergent.com, LLC",72,LBR Fixed Wireless,11988,15964,11988,15964
160116,"ECSIS.NET, LLC",10,Copper,28173,33938,28173,33938
160116,"ECSIS.NET, LLC",50,Fiber to the Premises,8238,10567,8238,10567
160116,"ECSIS.NET, LLC",70,Unlicensed Fixed Wireless,2363,2958,2341,2937
160118,Eastern Cable Corporation,40,Cable,261,281,261,281
160118,Eastern Cable Corporation,50,Fiber to the Premises,1808,2161,1808,2161
160127,LICT Corporation,10,Copper,48095,54620,48155,55023
160127,LICT Corporation,40,Cable,32847,36760,32847,36760
160127,LICT Corporation,50,Fiber to the Premises,42177,55118,42236,55827
160127,LICT Corporation,70,Unlicensed Fixed Wireless,42955,46939,42780,46744
160127,LICT Corporation,71,Licensed Fixed Wireless,125636,155021,125636,155021
160127,LICT Corporation,72,LBR Fixed Wireless,11166,12460,9196,10287
160129,Manning Municipal Communications and Television Systems Utility,50,Fiber to the Premises,857,988,237,343
160135,"Ogden Communications, Inc.",50,Fiber to the Premises,563,581,563,581
160141,Plumas-Sierra Rural Electric Cooperative,40,Cable,616,681,616,681
160141,Plumas-Sierra Rural Electric Cooperative,50,Fiber to the Premises,603,732,595,723
160141,Plumas-Sierra Rural Electric Cooperative,70,Unlicensed Fixed Wireless,310,362,228,278
160146,"Ralls Technologies, LLC",50,Fiber to the Premises,7857,8282,7857,8282
160151,"Southeastern Services, Inc.",50,Fiber to the Premises,53,94,64,136
160151,"Southeastern Services, Inc.",70,Unlicensed Fixed Wireless,69,96,9,14
160157,"Zito West Holding, LLC",40,Cable,255169,302122,255169,302122
160157,"Zito West Holding, LLC",50,Fiber to the Premises,47916,53931,47916,53931
160160,"ImOn Communications, LLC",40,Cable,28626,33873,728,1490
160160,"ImOn Communications, LLC",50,Fiber to the Premises,47461,63563,1802,6692
160160,"ImOn Communications, LLC",70,Unlicensed Fixed Wireless,156,164,0,0
170001,"Puerto Rico Telephone Company, Inc.",10,Copper,940743,1398917,2769,2776
170001,"Puerto Rico Telephone Company, Inc.",50,Fiber to the Premises,370629,526213,0,0
170012,"American Samoa Telecom, LLC",40,Cable,5803,7916,5803,7916
170012,"American Samoa Telecom, LLC",50,Fiber to the Premises,2458,3532,2458,3532
170012,"American Samoa Telecom, LLC",71,Licensed Fixed Wireless,7132,10014,7132,10014
170014,Atkins Telephone Company,50,Fiber to the Premises,1580,1693,1580,1693
170025,CMS Internet LLC,40,Cable,1595,1673,1595,1673
170025,CMS Internet LLC,50,Fiber to the Premises,8452,13802,8452,13802
170025,CMS Internet LLC,70,Unlicensed Fixed Wireless,44077,54340,44077,54340
170044,Fishers Island Telephone Corporation,10,Copper,526,563,526,563
170047,"GMN Tri-County CAC, Inc.",70,Unlicensed Fixed Wireless,8226,9415,8226,9415
170050,Harlan Municipal Utilities,50,Fiber to the Premises,2019,2349,360,603
170054,"FIF St. George, LLC",50,Fiber to the Premises,1297,1380,7449,12607
170054,"FIF St. George, LLC",70,Unlicensed Fixed Wireless,95062,115466,95198,115705
170054,"FIF St. George, LLC",71,Licensed Fixed Wireless,98596,117781,98741,118037
170054,"FIF St. George, LLC",72,LBR Fixed Wireless,10589,14686,10589,14686
170058,Jackson Energy Authority,50,Fiber to the Premises,30831,40799,30831,40799
170062,La Porte City Telephone Company,50,Fiber to the Premises,2124,2351,2124,2351
170066,Monmouth Independence Network,50,Fiber to the Premises,12022,16186,12022,16186
170067,Monmouth Internet Corporation,10,Copper,0,0,5,6
170067,Monmouth Internet Corporation,50,Fiber to the Premises,0,0,255,914
170071,"Newmax, LLC",40,Cable,192,581,193,582
170071,"Newmax, LLC",50,Fiber to the Premises,328,489,490,1265
170071,"Newmax, LLC",70,Unlicensed Fixed Wireless,107510,141677,107510,141677
170071,"Newmax, LLC",71,Licensed Fixed Wireless,0,0,3,3
170071,"Newmax, LLC",72,LBR Fixed Wireless,85818,109498,85818,109498
170089,Vector Data Systems LLC,70,Unlicensed Fixed Wireless,0,0,553,1321
180009,Choicetel LLC,50,Fiber to the Premises,921,1040,921,1040
180010,City of Auburn,50,Fiber to the Premises,7207,8425,9078,10504
180011,City of Cartersville,50,Fiber to the Premises,0,0,127,283
180012,"City of Elberton, Georgia",40,Cable,5974,6781,5974,6781
180012,"City of Elberton, Georgia",50,Fiber to the Premises,3416,3538,3416,3538
180014,City of LaGrange,50,Fiber to the Premises,0,0,726,1238
180032,"Home Town Cable TV, LLC",40,Cable,81,85,0,0
180032,"Home Town Cable TV, LLC",50,Fiber to the Premises,7820,8219,0,0
180048,"Rapid Systems, Inc.",72,LBR Fixed Wireless,969593,1429331,99483,325326
180058,"Com Net, Inc.",50,Fiber to the Premises,0,0,27,37
180064,"Web Fire Communications, Inc.",10,Copper,99,498,99,498
180064,"Web Fire Communications, Inc.",50,Fiber to the Premises,50,132,50,132
180064,"Web Fire Communications, Inc.",70,Unlicensed Fixed Wireless,26309,31166,26309,31166
190002,101Netlink,71,Licensed Fixed Wireless,64789,93086,64789,93086
190003,"1stel, Inc.",70,Unlicensed Fixed Wireless,0,0,48826,56669
190013,Adams CATV Inc.,40,Cable,37544,45016,37544,45016
190015,"Aeneas Communications, LLC",50,Fiber to the Premises,44659,49222,44659,49222
190020,"City of Albany, Georgia",50,Fiber to the Premises,288,335,409,882
190025,America Internet & Communications,70,Unlicensed Fixed Wireless,331,352,8,14
190046,Beaver Valley Cable Company,40,Cable,1755,2125,1755,2125
190046,Beaver Valley Cable Company,50,Fiber to the Premises,208,240,208,240
190047,"Bee Line, Inc.",40,Cable,13699,18487,13699,18487
190053,"Bluebird Wireless Broadband Services, LLC",10,Copper,0,0,4,7
190053,"Bluebird Wireless Broadband Services, LLC",70,Unlicensed Fixed Wireless,1572,2690,850,1883
190058,"Board of Water, Light & Sinking Fund Commissioners of the City of Dalton, GA",50,Fiber to the Premises,19785,28229,22119,31350
190059,"Boycom Cablevision, Inc.",40,Cable,4071,4619,132,172
190059,"Boycom Cablevision, Inc.",50,Fiber to the Premises,190,197,5,16
190059,"Boycom Cablevision, Inc.",70,Unlicensed Fixed Wireless,5,5,2,2
190070,"CCI Systems, Inc.",40,Cable,29209,33938,29209,33938
190070,"CCI Systems, Inc.",50,Fiber to the Premises,3339,5132,3339,5132
190071,Cable Co-Op,40,Cable,2290,3266,214,411
190071,Cable Co-Op,50,Fiber to the Premises,0,0,19,31
190075,Catalina Broadband Solutions LLC,40,Cable,1014,2701,1014,2701
190080,City of Bellevue,50,Fiber to the Premises,1010,1120,390,433
190080,City of Bellevue,70,Unlicensed Fixed Wireless,6,7,0,0
190083,City of Coffeyville,50,Fiber to the Premises,33,37,39,58
190083,City of Coffeyville,70,Unlicensed Fixed Wireless,154,161,1,1
190084,City of Glenwood Springs,50,Fiber to the Premises,3494,6181,3494,6181
190085,City of Hawarden,40,Cable,1012,1135,188,234
190085,City of Hawarden,50,Fiber to the Premises,1,2,4,5
190086,City of Holyoke Gas & Electric Department,50,Fiber to the Premises,3,43,62,294
190089,City of Williamstown,40,Cable,1343,1695,1343,1695
190089,City of Williamstown,50,Fiber to the Premises,728,750,449,465
190093,Cloud Alliance LLC,72,LBR Fixed Wireless,3880,4656,3880,4656
190096,Coldwater Board of Public Utilities,40,Cable,5217,7268,5217,7268
190096,Coldwater Board of Public Utilities,50,Fiber to the Premises,4999,6985,4999,6985
190101,Community Cable Television Agency of O'Brien County,40,Cable,734,769,146,160
190101,Community Cable Television Agency of O'Brien County,50,Fiber to the Premises,1483,1591,436,482
190101,Community Cable Television Agency of O'Brien County,70,Unlicensed Fixed Wireless,1532,1865,958,1044
190102,Community Telecom Services,40,Cable,5197,6049,5197,6049
190102,Community Telecom Services,50,Fiber to the Premises,5060,5856,5060,5856
190103,"Computer Dynamics of NW Illinois, LLC",70,Unlicensed Fixed Wireless,35949,41717,35949,41717
190118,"Delta Telecom, Inc.",10,Copper,0,0,15,67
190123,"DigitalPath, Inc.",70,Unlicensed Fixed Wireless,1,1,0,0
190123,"DigitalPath, Inc.",71,Licensed Fixed Wireless,471970,589953,471970,589953
190126,Douglas Electric Cooperative Inc.,40,Cable,225,249,225,249
190126,Douglas Electric Cooperative Inc.,50,Fiber to the Premises,42443,56174,49111,65073
190131,Easton Utilities Commission,40,Cable,8506,11861,8506,11861
190131,Easton Utilities Commission,50,Fiber to the Premises,1877,2045,1877,2045
190133,"Education Networks of America, Inc.",50,Fiber to the Premises,0,0,2,2
190134,"Electric Power Board of Chattanooga,Tennessee",50,Fiber to the Premises,139016,187852,139016,187852
190139,"e-Polk, Inc.",50,Fiber to the Premises,6405,8370,2734,4443
190139,"e-Polk, Inc.",70,Unlicensed Fixed Wireless,29,31,0,0
190142,E-TEL,10,Copper,614,1089,614,1089
190142,E-TEL,50,Fiber to the Premises,614,1089,614,1089
190146,"FastTrack Communications, Inc.",10,Copper,0,0,1,1
190146,"FastTrack Communications, Inc.",50,Fiber to the Premises,14,14,579,1415
190150,FiberComm LC,10,Copper,93,235,24,149
190150,FiberComm LC,50,Fiber to the Premises,75,779,288,846
190150,FiberComm LC,70,Unlicensed Fixed Wireless,315,718,222,594
190155,"Fisher Wireless Services, Inc.",70,Unlicensed Fixed Wireless,50840,72215,50840,72215
190163,"Fulair, LLC",70,Unlicensed Fixed Wireless,8651,13237,8495,13079
190169,"Geneva On-Line, Inc.",50,Fiber to the Premises,95,96,21,54
190169,"Geneva On-Line, Inc.",70,Unlicensed Fixed Wireless,1311,2156,496,1321
190172,Golden Rain Foundation,40,Cable,3216,13589,0,0
190180,Grundy Center Municipal Light & Power,40,Cable,1149,1278,138,202
190181,Haefele TV Inc.,40,Cable,6890,7653,6890,7653
190181,Haefele TV Inc.,50,Fiber to the Premises,6537,7083,6537,7083
190182,"Harlan Community Television, Inc.",40,Cable,6259,8192,1560,2277
190184,Henderson Municipal Power & Light,50,Fiber to the Premises,0,0,398,691
190187,"Electric Plant Board of the City of Hopkinsville, Kentucky",50,Fiber to the Premises,20189,22877,27492,32946
190187,"Electric Plant Board of the City of Hopkinsville, Kentucky",70,Unlicensed Fixed Wireless,12030,16015,12011,15996
190188,Hudson Valley Wireless,70,Unlicensed Fixed Wireless,13304,16682,13304,16682
190188,Hudson Valley Wireless,72,LBR Fixed Wireless,34436,67688,34436,67688
190208,"JB-Nets, LLC",70,Unlicensed Fixed Wireless,13386,15839,13386,15839
190211,"Joink, LLC",50,Fiber to the Premises,5250,7165,5250,7165
190211,"Joink, LLC",70,Unlicensed Fixed Wireless,11003,13511,11003,13511
190211,"Joink, LLC",72,LBR Fixed Wireless,7749,8789,7749,8789
190219,Lafayette City Parish Consolidated Government,50,Fiber to the Premises,43583,50815,4944,9878
190223,Lenox Municipal Utilities,50,Fiber to the Premises,736,870,736,870
190227,InstarAGF,10,Copper,142,438,46,98
190227,InstarAGF,50,Fiber to the Premises,6,10,741,2221
190233,"Hilliary Communications, LLC",10,Copper,4637,5148,4636,5147
190233,"Hilliary Communications, LLC",40,Cable,3726,4036,3726,4036
190233,"Hilliary Communications, LLC",50,Fiber to the Premises,12819,15401,12828,15437
190233,"Hilliary Communications, LLC",70,Unlicensed Fixed Wireless,3308,3598,3248,3529
190236,"Mercury Broadband, LLC",50,Fiber to the Premises,212,231,212,231
190236,"Mercury Broadband, LLC",70,Unlicensed Fixed Wireless,284592,359592,284592,359592
190236,"Mercury Broadband, LLC",71,Licensed Fixed Wireless,1047387,1332097,1047387,1332097
190244,Minnesota Valley Television Improvement Corporation,70,Unlicensed Fixed Wireless,22287,25207,22287,25207
190244,Minnesota Valley Television Improvement Corporation,71,Licensed Fixed Wireless,3727,4198,3727,4198
190244,Minnesota Valley Television Improvement Corporation,72,LBR Fixed Wireless,8672,9644,8672,9644
190256,Foremost Telecommunications Corporation,10,Copper,0,0,8,15
190256,Foremost Telecommunications Corporation,50,Fiber to the Premises,0,0,427057,600882
190265,Nittany Media Inc.,70,Unlicensed Fixed Wireless,4670,5682,4670,5682
190275,Oak Run Associates Ltd.,40,Cable,4448,4566,21,24
190280,"Optivon, LLC",10,Copper,0,0,25,66
190280,"Optivon, LLC",40,Cable,0,0,2,3
190280,"Optivon, LLC",50,Fiber to the Premises,0,0,95,231
190280,"Optivon, LLC",70,Unlicensed Fixed Wireless,0,0,47,115
190281,"OTZ Telephone Cooperative, Inc.",10,Copper,2120,2999,2120,2999
190282,Owensboro Municipal Utilities,50,Fiber to the Premises,12012,16762,20001,27838
190284,Pacific Data Systems,10,Copper,5470,9467,778,2259
190284,Pacific Data Systems,50,Fiber to the Premises,158,1344,778,2259
190284,Pacific Data Systems,70,Unlicensed Fixed Wireless,26652,40563,4405,7182
190290,"Peerless Network Holdings, Inc.",0,Other,0,0,29,227
190290,"Peerless Network Holdings, Inc.",10,Copper,0,0,2,127
190290,"Peerless Network Holdings, Inc.",50,Fiber to the Premises,0,0,20,114
190303,Public Utility District No. 1 of Douglas County,10,Copper,14173,17221,14173,17221
190303,Public Utility District No. 1 of Douglas County,70,Unlicensed Fixed Wireless,379,429,379,429
190304,Pulaski Electric System,50,Fiber to the Premises,0,0,6024,7371
190305,"Quantum Telecommunications, Inc.",10,Copper,39405,74224,39405,74224
190305,"Quantum Telecommunications, Inc.",50,Fiber to the Premises,1019,2019,1351,5348
190305,"Quantum Telecommunications, Inc.",70,Unlicensed Fixed Wireless,3026,6394,3026,6394
190307,"QX Networking and Design, Inc.",70,Unlicensed Fixed Wireless,0,0,30,199
190308,"R. M. Greene, Inc.",40,Cable,33538,42266,33538,42266
190308,"R. M. Greene, Inc.",50,Fiber to the Premises,0,0,1847,2307
190311,Razzolink Inc.,70,Unlicensed Fixed Wireless,198687,287481,198687,287481
190312,"RB3, LLC",40,Cable,8950,11876,8950,11876
190312,"RB3, LLC",50,Fiber to the Premises,29,46,29,46
190312,"RB3, LLC",70,Unlicensed Fixed Wireless,5264,6228,5264,6228
190313,Rebeltec Communications LLC,50,Fiber to the Premises,264,265,264,265
190313,Rebeltec Communications LLC,70,Unlicensed Fixed Wireless,16917,18681,16917,18681
190320,"SAA bright.net, Inc.",70,Unlicensed Fixed Wireless,29590,33287,29590,33287
190320,"SAA bright.net, Inc.",71,Licensed Fixed Wireless,37853,42096,37853,42096
190323,Savage Communications Inc.,40,Cable,14190,16069,14190,16069
190323,Savage Communications Inc.,50,Fiber to the Premises,9166,9566,9166,9566
190335,"Southern Ohio Communication Services, Inc.",50,Fiber to the Premises,1981,2303,1981,2303
190335,"Southern Ohio Communication Services, Inc.",70,Unlicensed Fixed Wireless,6577,7786,6577,7786
190335,"Southern Ohio Communication Services, Inc.",71,Licensed Fixed Wireless,0,0,15300,17655
190336,Southern Tier Wireless,70,Unlicensed Fixed Wireless,1300,1425,939,1039
190336,Southern Tier Wireless,72,LBR Fixed Wireless,1567,1875,1567,1875
190341,"Eagle Internet Services, LLC",70,Unlicensed Fixed Wireless,88,106,88,106
190364,"TelNet Worldwide, Inc.",10,Copper,0,0,181,786
190364,"TelNet Worldwide, Inc.",50,Fiber to the Premises,0,0,73,560
190365,"Tel-Star Cablevision, Inc.",40,Cable,5001,5606,0,0
190365,"Tel-Star Cablevision, Inc.",50,Fiber to the Premises,515,529,0,0
190367,The Utilities Board of the City of Sylacauga,50,Fiber to the Premises,4985,6277,813,1328
190380,"Troy Cablevision, Inc.",10,Copper,1377,1454,1377,1454
190380,"Troy Cablevision, Inc.",50,Fiber to the Premises,3812,4668,3812,4668
190405,Westfield Gas & Electric,50,Fiber to the Premises,23384,29322,23384,29322
190406,Westgate Communications LLC,70,Unlicensed Fixed Wireless,44,53,8,8
190410,"IdeaTek Telcom, LLC",10,Copper,84,171,31,201
190410,"IdeaTek Telcom, LLC",50,Fiber to the Premises,32881,37709,32881,37709
190410,"IdeaTek Telcom, LLC",70,Unlicensed Fixed Wireless,40302,49864,40300,49861
190419,Benton Rural Electric Association,72,LBR Fixed Wireless,15673,17844,15673,17844
190425,"Sonic Telecom, LLC",50,Fiber to the Premises,249640,447809,251142,454872
190428,"San Carlos Apache Telecommunications Utility, Inc.",10,Copper,1339,1421,1339,1421
190428,"San Carlos Apache Telecommunications Utility, Inc.",50,Fiber to the Premises,1132,1170,1132,1170
190428,"San Carlos Apache Telecommunications Utility, Inc.",70,Unlicensed Fixed Wireless,299,317,299,317
190429,Barbourville Utility Commission,50,Fiber to the Premises,3252,4235,3252,4235
190431,City Utilities of Springfield,50,Fiber to the Premises,0,0,81155,117847
190435,"Citynet, LLC",10,Copper,1,1,17,54
190435,"Citynet, LLC",50,Fiber to the Premises,1014,1154,1173,1641
190435,"Citynet, LLC",70,Unlicensed Fixed Wireless,135,216,153,254
190501,4 SIWI LLC,50,Fiber to the Premises,2252,3210,2252,3210
190501,4 SIWI LLC,70,Unlicensed Fixed Wireless,17970,20498,17970,20498
190504,Allo Communications LLC,50,Fiber to the Premises,206472,291360,206472,291360
190506,"Cyber Mesa Computer Systems, Inc.",10,Copper,6,13,6,68
190506,"Cyber Mesa Computer Systems, Inc.",50,Fiber to the Premises,83,90,7,16
190506,"Cyber Mesa Computer Systems, Inc.",70,Unlicensed Fixed Wireless,904,1232,89,318
190508,"Atlantech Online, Inc.",10,Copper,0,0,8,897
190508,"Atlantech Online, Inc.",50,Fiber to the Premises,0,0,138,3161
200006,"Blip Networks, LLC",70,Unlicensed Fixed Wireless,10765,12628,10765,12628
200006,"Blip Networks, LLC",72,LBR Fixed Wireless,5759,6643,5759,6643
200008,"BendTel, Inc.",50,Fiber to the Premises,132,571,132,571
200014,Cogent Communications Group,50,Fiber to the Premises,0,0,1245,24821
200019,"Express Dial Internet, Inc.",70,Unlicensed Fixed Wireless,446,505,446,505
200019,"Express Dial Internet, Inc.",72,LBR Fixed Wireless,156,182,156,182
200032,"Nextera Holdings, LLC",70,Unlicensed Fixed Wireless,786332,1316465,786332,1316465
200048,Wire Tele View Corp.,40,Cable,2679,3212,256,448
200048,Wire Tele View Corp.,50,Fiber to the Premises,0,0,1,1
200057,"Orcas Online, Inc.",50,Fiber to the Premises,1,1,1,1
200057,"Orcas Online, Inc.",70,Unlicensed Fixed Wireless,627,832,627,832
210001,3 Rooms Communications LLC,50,Fiber to the Premises,2597,3050,2597,3050
210001,3 Rooms Communications LLC,70,Unlicensed Fixed Wireless,94367,110195,94367,110195
210018,"Cherry Capital Connection, LLC",10,Copper,43,47,43,47
210018,"Cherry Capital Connection, LLC",50,Fiber to the Premises,1323,1361,1323,1361
210018,"Cherry Capital Connection, LLC",70,Unlicensed Fixed Wireless,332,357,332,357
210019,City of Wilson,50,Fiber to the Premises,25109,32300,25109,32300
210042,Imagine Networks,10,Copper,1,12,0,0
210042,Imagine Networks,50,Fiber to the Premises,925,970,0,0
210042,Imagine Networks,70,Unlicensed Fixed Wireless,3644,3979,0,0
210046,"JCMM Ventures, LLC",70,Unlicensed Fixed Wireless,316,367,316,367
210061,"Pavlov Media, Inc.",50,Fiber to the Premises,26616,168146,12538,82412
210061,"Pavlov Media, Inc.",70,Unlicensed Fixed Wireless,9848,10902,1816,2423
210080,Traer Municipal Utilities,50,Fiber to the Premises,2,6,13,17
210080,Traer Municipal Utilities,70,Unlicensed Fixed Wireless,74,75,1,1
210087,Wintek Corporation,50,Fiber to the Premises,5495,16334,5495,16334
210090,Richmond Telephone Company LLC,10,Copper,550,573,27,46
210090,Richmond Telephone Company LLC,50,Fiber to the Premises,249,261,18,24
210092,C&W Communications,70,Unlicensed Fixed Wireless,6106,7886,964,2506
210092,C&W Communications,72,LBR Fixed Wireless,32508,41140,3931,9143
210095,Edgar Rental Corporation,50,Fiber to the Premises,968,1001,968,1001
210095,Edgar Rental Corporation,70,Unlicensed Fixed Wireless,4288,4574,4151,4435
210101,Xchange Telecom Corp.,10,Copper,142,1427,142,1427
210101,Xchange Telecom Corp.,71,Licensed Fixed Wireless,21834,115656,21834,115656
210105,LVWifi.com,70,Unlicensed Fixed Wireless,512,635,512,635
220001,Pacific Telecom Inc.,10,Copper,9701,17745,9701,17745
220001,Pacific Telecom Inc.,50,Fiber to the Premises,0,0,2833,4514
220001,Pacific Telecom Inc.,70,Unlicensed Fixed Wireless,16925,25175,16925,25175
220005,"Allied Telecom Group, LLC",10,Copper,0,0,181,4091
220005,"Allied Telecom Group, LLC",40,Cable,0,0,11,123
220005,"Allied Telecom Group, LLC",50,Fiber to the Premises,0,0,209,5002
220007,BreezeAir Networks LLC,50,Fiber to the Premises,540,562,0,0
220007,BreezeAir Networks LLC,70,Unlicensed Fixed Wireless,1553,1690,1553,1690
220008,Bayou Cable Inc.,40,Cable,2649,2966,2649,2966
220015,"CellTex Networks, LLC",70,Unlicensed Fixed Wireless,116193,161206,18912,42357
220015,"CellTex Networks, LLC",72,LBR Fixed Wireless,152282,206009,26824,56253
220016,City of Morganton,40,Cable,4167,4909,207,422
220016,City of Morganton,50,Fiber to the Premises,645,988,59,157
220027,"Fourway Computer Products, Inc.",50,Fiber to the Premises,13,28,13,28
220027,"Fourway Computer Products, Inc.",70,Unlicensed Fixed Wireless,10838,12116,10838,12116
220027,"Fourway Computer Products, Inc.",71,Licensed Fixed Wireless,43016,51910,43016,51910
220028,Full Service Network LP,10,Copper,0,0,35,260
220031,"IsoFusion, Inc.",50,Fiber to the Premises,9426,13181,9426,13181
220046,NTInet Inc.,50,Fiber to the Premises,889,1111,161,310
220052,"QCOL, Inc.",50,Fiber to the Premises,5610,6251,5610,6251
220058,Rocky Ridge Wireless,70,Unlicensed Fixed Wireless,602,766,140,291
220061,Speed of Light Broadband,70,Unlicensed Fixed Wireless,30810,33377,30602,33139
220061,Speed of Light Broadband,72,LBR Fixed Wireless,81839,97239,81839,97239
220066,Seimitsu Corporation,50,Fiber to the Premises,1408,3316,1408,3316
220069,City of Valparaiso,40,Cable,448,529,0,0
220071,Vogtmann Engineering Inc.,40,Cable,1915,2106,59,72
220071,Vogtmann Engineering Inc.,50,Fiber to the Premises,722,773,12,12
220073,Mountain West Technologies Corporation,10,Copper,10,11,10,11
220073,Mountain West Technologies Corporation,50,Fiber to the Premises,832,1332,832,1332
220073,Mountain West Technologies Corporation,70,Unlicensed Fixed Wireless,21332,24699,21332,24699
220073,Mountain West Technologies Corporation,72,LBR Fixed Wireless,54287,69609,54287,69609
220076,"Laser Image, Inc.",70,Unlicensed Fixed Wireless,7304,9808,7304,9808
220078,Crystal Broadband Networks,40,Cable,2117,2382,2117,2382
220078,Crystal Broadband Networks,50,Fiber to the Premises,4580,5128,4580,5128
220079,Blue Mountain Networks LLC,40,Cable,2952,3318,2952,3318
220079,Blue Mountain Networks LLC,50,Fiber to the Premises,6649,8343,6649,8343
220079,Blue Mountain Networks LLC,70,Unlicensed Fixed Wireless,18685,24904,18790,25175
230006,City of Chanute Kansas,50,Fiber to the Premises,2041,2157,426,523
230008,"Computer Office Solutions, Inc./Negia, Inc.",70,Unlicensed Fixed Wireless,0,0,17828,43263
230011,"Cyberdyne Networks, Inc.",72,LBR Fixed Wireless,26677,29282,26677,29282
230021,"Ind. Co. Cable TV, Inc.",40,Cable,7434,8054,7434,8054
230021,"Ind. Co. Cable TV, Inc.",50,Fiber to the Premises,1447,1622,1447,1622
230022,Intermart Inc.,70,Unlicensed Fixed Wireless,242713,358679,242713,358679
230025,"Konceptio Data Services, LLC",50,Fiber to the Premises,876,1000,876,1000
230025,"Konceptio Data Services, LLC",70,Unlicensed Fixed Wireless,27807,39612,27828,39633
230036,"Rebus Communications, LLC",70,Unlicensed Fixed Wireless,5918,6352,5918,6352
230042,"S-Net Communications, Inc.",10,Copper,0,0,12,12
230042,"S-Net Communications, Inc.",50,Fiber to the Premises,0,0,203,289
230043,Southeast Colorado Power Association,50,Fiber to the Premises,9384,12009,2777,4868
230043,Southeast Colorado Power Association,70,Unlicensed Fixed Wireless,95920,112743,95920,112743
230043,Southeast Colorado Power Association,71,Licensed Fixed Wireless,9776,11425,9776,11425
230050,"USFon, Inc.",10,Copper,1,16,0,0
230050,"USFon, Inc.",50,Fiber to the Premises,0,0,1,1
230050,"USFon, Inc.",71,Licensed Fixed Wireless,0,0,1,1
230051,Utah Telecommunication Open Infrastructure Agency,50,Fiber to the Premises,153833,230539,153833,230539
230056,"Xclutel, LLC",10,Copper,0,0,5,23
230056,"Xclutel, LLC",50,Fiber to the Premises,0,0,37,237
230056,"Xclutel, LLC",70,Unlicensed Fixed Wireless,0,0,1,1
230062,"Hillbilly Wireless Internet, Inc.",50,Fiber to the Premises,2333,2583,0,0
230062,"Hillbilly Wireless Internet, Inc.",70,Unlicensed Fixed Wireless,26393,28870,26393,28870
230062,"Hillbilly Wireless Internet, Inc.",71,Licensed Fixed Wireless,4418,4805,0,0
240006,"BalsamWest FiberNET, LLC",50,Fiber to the Premises,654,762,141,245
240006,"BalsamWest FiberNET, LLC",70,Unlicensed Fixed Wireless,1063,1210,116,159
240009,Bolt Internet Inc.,70,Unlicensed Fixed Wireless,89585,107755,89585,107755
240011,Bridger Cable TV,40,Cable,391,473,391,473
240012,Bryan Municipal Utilties,40,Cable,4714,5669,4714,5669
240012,Bryan Municipal Utilties,50,Fiber to the Premises,0,0,4714,5669
240014,"CalNeva Broadband, LLC",40,Cable,4712,6669,4712,6669
240022,CND Acquisition Corp.,40,Cable,12393,14655,12393,14655
240022,CND Acquisition Corp.,50,Fiber to the Premises,2000,2519,2000,2519
240025,"Community Antenna System, Inc.",40,Cable,597,737,83,127
240031,Davis Communications Inc.,40,Cable,3615,5392,229,1188
240032,DayStarr LLC,50,Fiber to the Premises,9626,11929,9626,11929
240035,"Fast-Air Internet, Inc.",70,Unlicensed Fixed Wireless,3640,3949,3640,3949
240036,"FireServe, LLC",50,Fiber to the Premises,611,620,611,620
